SeriesId,Attack
0_train.csv,0.0
1_train.csv,0.0
2_train.csv,1.0
3_train.csv,0.0
4_train.csv,1.0
5_train.csv,0.0
6_train.csv,0.0
7_train.csv,1.0
8_train.csv,0.0
9_train.csv,1.0
10_train.csv,1.0
11_train.csv,0.0
12_train.csv,0.0
13_train.csv,0.0
14_train.csv,0.0
15_train.csv,0.0
16_train.csv,1.0
17_train.csv,1.0
18_train.csv,0.0
19_train.csv,0.0
20_train.csv,1.0
21_train.csv,0.0
22_train.csv,0.0
23_train.csv,1.0
24_train.csv,1.0
25_train.csv,0.0
26_train.csv,0.0
27_train.csv,0.0
28_train.csv,0.0
29_train.csv,0.0
30_train.csv,0.0
31_train.csv,1.0
32_train.csv,0.0
33_train.csv,0.0
34_train.csv,0.0
35_train.csv,0.0
36_train.csv,1.0
37_train.csv,1.0
38_train.csv,1.0
39_train.csv,0.0
40_train.csv,0.0
41_train.csv,1.0
42_train.csv,0.0
43_train.csv,0.0
44_train.csv,0.0
45_train.csv,0.0
46_train.csv,0.0
47_train.csv,1.0
48_train.csv,0.0
49_train.csv,1.0
50_train.csv,0.0
51_train.csv,1.0
52_train.csv,1.0
53_train.csv,0.0
54_train.csv,1.0
55_train.csv,0.0
56_train.csv,1.0
57_train.csv,1.0
58_train.csv,0.0
59_train.csv,0.0
60_train.csv,0.0
61_train.csv,1.0
62_train.csv,1.0
63_train.csv,0.0
64_train.csv,1.0
65_train.csv,0.0
66_train.csv,0.0
67_train.csv,1.0
68_train.csv,0.0
69_train.csv,1.0
70_train.csv,0.0
71_train.csv,0.0
72_train.csv,1.0
73_train.csv,0.0
74_train.csv,1.0
75_train.csv,0.0
76_train.csv,0.0
77_train.csv,1.0
78_train.csv,0.0
79_train.csv,0.0
80_train.csv,0.0
81_train.csv,1.0
82_train.csv,0.0
83_train.csv,0.0
84_train.csv,1.0
85_train.csv,1.0
86_train.csv,0.0
87_train.csv,1.0
88_train.csv,0.0
89_train.csv,0.0
90_train.csv,0.0
91_train.csv,0.0
92_train.csv,0.0
93_train.csv,1.0
94_train.csv,1.0
95_train.csv,1.0
96_train.csv,1.0
97_train.csv,1.0
98_train.csv,1.0
99_train.csv,1.0
100_train.csv,0.0
101_train.csv,1.0
102_train.csv,0.0
103_train.csv,1.0
104_train.csv,0.0
105_train.csv,1.0
106_train.csv,1.0
107_train.csv,0.0
108_train.csv,0.0
109_train.csv,1.0
110_train.csv,0.0
111_train.csv,1.0
112_train.csv,0.0
113_train.csv,1.0
114_train.csv,0.0
115_train.csv,1.0
116_train.csv,1.0
117_train.csv,0.0
118_train.csv,1.0
119_train.csv,0.0
120_train.csv,1.0
121_train.csv,1.0
122_train.csv,0.0
123_train.csv,0.0
124_train.csv,0.0
125_train.csv,0.0
126_train.csv,1.0
127_train.csv,0.0
128_train.csv,0.0
129_train.csv,0.0
130_train.csv,0.0
131_train.csv,1.0
132_train.csv,0.0
133_train.csv,0.0
134_train.csv,0.0
135_train.csv,0.0
136_train.csv,0.0
137_train.csv,0.0
138_train.csv,0.0
139_train.csv,0.0
140_train.csv,0.0
141_train.csv,1.0
142_train.csv,0.0
143_train.csv,0.0
144_train.csv,1.0
145_train.csv,0.0
146_train.csv,0.0
147_train.csv,0.0
148_train.csv,1.0
149_train.csv,1.0
150_train.csv,0.0
151_train.csv,1.0
152_train.csv,0.0
153_train.csv,1.0
154_train.csv,1.0
155_train.csv,1.0
156_train.csv,1.0
157_train.csv,0.0
158_train.csv,0.0
159_train.csv,0.0
160_train.csv,0.0
161_train.csv,0.0
162_train.csv,1.0
163_train.csv,1.0
164_train.csv,1.0
165_train.csv,0.0
166_train.csv,1.0
167_train.csv,1.0
168_train.csv,0.0
169_train.csv,0.0
170_train.csv,0.0
171_train.csv,1.0
172_train.csv,1.0
173_train.csv,1.0
174_train.csv,0.0
175_train.csv,0.0
176_train.csv,0.0
177_train.csv,0.0
178_train.csv,1.0
179_train.csv,0.0
180_train.csv,1.0
181_train.csv,1.0
182_train.csv,0.0
183_train.csv,0.0
184_train.csv,0.0
185_train.csv,0.0
186_train.csv,0.0
187_train.csv,1.0
188_train.csv,0.0
189_train.csv,1.0
190_train.csv,1.0
191_train.csv,0.0
192_train.csv,1.0
193_train.csv,0.0
194_train.csv,1.0
195_train.csv,0.0
196_train.csv,0.0
197_train.csv,1.0
198_train.csv,1.0
199_train.csv,0.0
200_train.csv,0.0
201_train.csv,0.0
202_train.csv,0.0
203_train.csv,0.0
204_train.csv,0.0
205_train.csv,0.0
206_train.csv,0.0
207_train.csv,0.0
208_train.csv,1.0
209_train.csv,1.0
210_train.csv,0.0
211_train.csv,0.0
212_train.csv,1.0
213_train.csv,0.0
214_train.csv,0.0
215_train.csv,0.0
216_train.csv,1.0
217_train.csv,0.0
218_train.csv,1.0
219_train.csv,1.0
220_train.csv,0.0
221_train.csv,1.0
222_train.csv,0.0
223_train.csv,0.0
224_train.csv,0.0
225_train.csv,0.0
226_train.csv,1.0
227_train.csv,0.0
228_train.csv,0.0
229_train.csv,1.0
230_train.csv,0.0
231_train.csv,1.0
232_train.csv,0.0
233_train.csv,0.0
234_train.csv,0.0
235_train.csv,0.0
236_train.csv,1.0
237_train.csv,0.0
238_train.csv,0.0
239_train.csv,0.0
240_train.csv,1.0
241_train.csv,1.0
242_train.csv,0.0
243_train.csv,0.0
244_train.csv,0.0
245_train.csv,0.0
246_train.csv,0.0
247_train.csv,0.0
248_train.csv,1.0
249_train.csv,1.0
250_train.csv,0.0
251_train.csv,1.0
252_train.csv,0.0
253_train.csv,0.0
254_train.csv,0.0
255_train.csv,0.0
256_train.csv,1.0
257_train.csv,1.0
258_train.csv,1.0
259_train.csv,0.0
260_train.csv,1.0
261_train.csv,0.0
262_train.csv,0.0
263_train.csv,0.0
264_train.csv,1.0
265_train.csv,1.0
266_train.csv,0.0
267_train.csv,0.0
268_train.csv,0.0
269_train.csv,0.0
270_train.csv,0.0
271_train.csv,0.0
272_train.csv,0.0
273_train.csv,1.0
274_train.csv,0.0
275_train.csv,0.0
276_train.csv,0.0
277_train.csv,0.0
278_train.csv,0.0
279_train.csv,1.0
280_train.csv,0.0
281_train.csv,1.0
282_train.csv,1.0
283_train.csv,1.0
284_train.csv,1.0
285_train.csv,0.0
286_train.csv,0.0
287_train.csv,0.0
288_train.csv,0.0
289_train.csv,0.0
290_train.csv,1.0
291_train.csv,0.0
292_train.csv,0.0
293_train.csv,1.0
294_train.csv,0.0
295_train.csv,0.0
296_train.csv,0.0
297_train.csv,0.0
298_train.csv,0.0
299_train.csv,1.0
300_train.csv,0.0
301_train.csv,1.0
302_train.csv,1.0
303_train.csv,1.0
304_train.csv,0.0
305_train.csv,1.0
306_train.csv,0.0
307_train.csv,0.0
308_train.csv,1.0
309_train.csv,1.0
310_train.csv,1.0
311_train.csv,0.0
312_train.csv,1.0
313_train.csv,0.0
314_train.csv,1.0
315_train.csv,1.0
316_train.csv,0.0
317_train.csv,0.0
318_train.csv,0.0
319_train.csv,0.0
320_train.csv,1.0
321_train.csv,0.0
322_train.csv,0.0
323_train.csv,0.0
324_train.csv,0.0
325_train.csv,1.0
326_train.csv,1.0
327_train.csv,0.0
328_train.csv,0.0
329_train.csv,0.0
330_train.csv,0.0
331_train.csv,1.0
332_train.csv,0.0
333_train.csv,0.0
334_train.csv,0.0
335_train.csv,1.0
336_train.csv,0.0
337_train.csv,0.0
338_train.csv,0.0
339_train.csv,1.0
340_train.csv,0.0
341_train.csv,1.0
342_train.csv,0.0
343_train.csv,0.0
344_train.csv,0.0
345_train.csv,0.0
346_train.csv,1.0
347_train.csv,0.0
348_train.csv,0.0
349_train.csv,0.0
350_train.csv,0.0
351_train.csv,1.0
352_train.csv,0.0
353_train.csv,1.0
354_train.csv,0.0
355_train.csv,0.0
356_train.csv,0.0
357_train.csv,1.0
358_train.csv,1.0
359_train.csv,0.0
360_train.csv,0.0
361_train.csv,0.0
362_train.csv,1.0
363_train.csv,0.0
364_train.csv,0.0
365_train.csv,0.0
366_train.csv,0.0
367_train.csv,0.0
368_train.csv,0.0
369_train.csv,0.0
370_train.csv,0.0
371_train.csv,0.0
372_train.csv,0.0
373_train.csv,0.0
374_train.csv,1.0
375_train.csv,0.0
376_train.csv,1.0
377_train.csv,0.0
378_train.csv,0.0
379_train.csv,1.0
380_train.csv,0.0
381_train.csv,1.0
382_train.csv,1.0
383_train.csv,0.0
384_train.csv,1.0
385_train.csv,0.0
386_train.csv,1.0
387_train.csv,1.0
388_train.csv,0.0
389_train.csv,0.0
390_train.csv,0.0
391_train.csv,1.0
392_train.csv,1.0
393_train.csv,0.0
394_train.csv,0.0
395_train.csv,0.0
396_train.csv,0.0
397_train.csv,1.0
398_train.csv,1.0
399_train.csv,0.0
400_train.csv,1.0
401_train.csv,0.0
402_train.csv,1.0
403_train.csv,1.0
404_train.csv,0.0
405_train.csv,1.0
406_train.csv,0.0
407_train.csv,0.0
408_train.csv,1.0
409_train.csv,0.0
410_train.csv,1.0
411_train.csv,0.0
412_train.csv,0.0
413_train.csv,1.0
414_train.csv,0.0
415_train.csv,0.0
416_train.csv,0.0
417_train.csv,0.0
418_train.csv,1.0
419_train.csv,1.0
420_train.csv,0.0
421_train.csv,1.0
422_train.csv,0.0
423_train.csv,1.0
424_train.csv,0.0
425_train.csv,0.0
426_train.csv,1.0
427_train.csv,1.0
428_train.csv,0.0
429_train.csv,1.0
430_train.csv,0.0
431_train.csv,1.0
432_train.csv,1.0
433_train.csv,0.0
434_train.csv,0.0
435_train.csv,0.0
436_train.csv,0.0
437_train.csv,0.0
438_train.csv,1.0
439_train.csv,1.0
440_train.csv,0.0
441_train.csv,0.0
442_train.csv,1.0
443_train.csv,0.0
444_train.csv,0.0
445_train.csv,0.0
446_train.csv,0.0
447_train.csv,0.0
448_train.csv,0.0
449_train.csv,0.0
450_train.csv,1.0
451_train.csv,0.0
452_train.csv,0.0
453_train.csv,0.0
454_train.csv,0.0
455_train.csv,0.0
456_train.csv,0.0
457_train.csv,1.0
458_train.csv,1.0
459_train.csv,0.0
460_train.csv,1.0
461_train.csv,0.0
462_train.csv,0.0
463_train.csv,0.0
464_train.csv,1.0
465_train.csv,1.0
466_train.csv,0.0
467_train.csv,0.0
468_train.csv,1.0
469_train.csv,0.0
470_train.csv,0.0
471_train.csv,0.0
472_train.csv,0.0
473_train.csv,0.0
474_train.csv,1.0
475_train.csv,0.0
476_train.csv,0.0
477_train.csv,0.0
478_train.csv,0.0
479_train.csv,1.0
480_train.csv,0.0
481_train.csv,1.0
482_train.csv,0.0
483_train.csv,1.0
484_train.csv,0.0
485_train.csv,0.0
486_train.csv,0.0
487_train.csv,0.0
488_train.csv,0.0
489_train.csv,0.0
490_train.csv,1.0
491_train.csv,0.0
492_train.csv,1.0
493_train.csv,1.0
494_train.csv,1.0
495_train.csv,1.0
496_train.csv,0.0
497_train.csv,0.0
498_train.csv,1.0
499_train.csv,1.0
